host_id,host_response_rate,host_listings_count,host_total_listings_count,accommodates,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
453491250,0,1.0,2.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30,60,90,365,44.0,0.0,0.0,198,0.0,0,1.0,0.0,1.0,0.0
33128396,100,2.0,2.0,2.0,30.0,365.0,30.0,30.0,1125.0,1125.0,0,0,2,53,58.0,1.0,0.0,53,1.0,60,1.0,1.0,0.0,0.0
450161902,100,16.0,19.0,4.0,30.0,180.0,30.0,30.0,180.0,180.0,0,0,0,0,49.0,0.0,0.0,0,0.0,0,16.0,16.0,0.0,0.0
18679866,100,3.0,3.0,6.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,153,25.0,1.0,0.0,0,3.0,60,3.0,3.0,0.0,0.0
129562484,100,2.0,2.0,4.0,30.0,90.0,30.0,30.0,1125.0,1125.0,0,20,50,204,60.0,1.0,0.0,149,3.0,60,2.0,1.0,1.0,0.0
397299731,90,2.0,2.0,4.0,30.0,365.0,30.0,30.0,365.0,365.0,0,0,16,196,5.0,3.0,0.0,124,1.0,180,2.0,2.0,0.0,0.0
3256433,80,5.0,14.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,6,36,39,298,0.0,0.0,0.0,131,0.0,0,3.0,2.0,1.0,0.0
81987487,0,1.0,1.0,6.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30,60,90,365,14.0,0.0,0.0,198,0.0,0,1.0,1.0,0.0,0.0
386896345,100,1.0,1.0,2.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,0,0,0,49,62.0,13.0,0.0,1,22.0,166,1.0,0.0,1.0,0.0
452546500,0,1.0,1.0,4.0,30.0,365.0,30.0,30.0,365.0,365.0,0,0,0,0,2.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
452562548,100,1.0,1.0,6.0,30.0,90.0,30.0,30.0,90.0,90.0,23,53,83,173,1.0,0.0,0.0,173,0.0,0,1.0,1.0,0.0,0.0
235676280,83,2.0,5.0,5.0,30.0,90.0,30.0,30.0,90.0,90.0,7,30,60,335,55.0,0.0,0.0,168,0.0,0,2.0,1.0,1.0,0.0
15531096,0,1.0,1.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
193308443,100,1.0,1.0,4.0,30.0,90.0,30.0,30.0,90.0,90.0,0,1,14,58,86.0,0.0,0.0,58,1.0,0,1.0,1.0,0.0,0.0
206722794,100,5.0,5.0,4.0,30.0,365.0,30.0,30.0,365.0,365.0,0,7,21,52,7.0,2.0,0.0,21,1.0,120,5.0,5.0,0.0,0.0
355039509,100,1.0,1.0,2.0,30.0,60.0,30.0,30.0,60.0,60.0,0,0,0,0,18.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
1140882,100,6.0,8.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,92,26.0,0.0,0.0,17,0.0,0,6.0,0.0,6.0,0.0
108030899,100,2.0,3.0,2.6,30.0,180.0,30.0,60.0,180.0,1125.0,0,0,5,280,47.0,0.0,0.0,113,0.0,0,2.0,2.0,0.0,0.0
14438618,100,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,29,59,89,269,21.0,0.0,0.0,197,0.0,0,1.0,1.0,0.0,0.0
273596828,0,1.0,1.0,3.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,29,59,89,364,6.0,0.0,0.0,197,0.0,0,1.0,1.0,0.0,0.0
19338074,97,7.0,11.0,4.0,30.0,365.0,30.0,30.0,365.0,365.0,0,3,3,208,15.0,4.0,1.0,41,6.0,240,1.0,1.0,0.0,0.0
205760,100,17.0,17.0,4.0,30.0,365.0,30.0,30.0,1125.0,1125.0,0,21,51,296,11.0,3.0,0.0,129,2.0,180,17.0,17.0,0.0,0.0
1519648,0,1.0,1.0,5.0,30.0,365.0,30.0,30.0,365.0,365.0,30,60,90,365,41.0,0.0,0.0,198,0.0,0,1.0,1.0,0.0,0.0
170566147,100,11.0,24.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,0,14,35,214,4.0,1.0,0.0,47,1.0,60,3.0,3.0,0.0,0.0
89483556,100,1.0,1.0,8.0,30.0,360.0,30.0,30.0,360.0,360.0,0,0,0,213,34.0,0.0,0.0,74,0.0,0,1.0,1.0,0.0,0.0
156583372,100,9.0,9.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,163,20.0,2.0,0.0,91,3.0,120,9.0,2.0,7.0,0.0
450945400,0,1.0,1.0,5.0,30.0,360.0,30.0,30.0,1125.0,1125.0,0,0,0,149,14.0,4.0,0.0,0,4.0,240,1.0,1.0,0.0,0.0
452631152,100,3.0,4.0,3.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,29,59,89,364,5.0,0.0,0.0,197,0.0,0,1.0,0.0,1.0,0.0
388603242,100,13.0,13.0,5.0,1.0,25.0,1.0,1.0,25.0,25.0,8,16,23,97,169.0,3.0,3.0,56,2.6,255,13.0,13.0,0.0,0.0
108712614,0,1.0,1.0,4.0,30.0,30.0,30.0,30.0,30.0,30.0,30,60,90,365,1.0,0.0,0.0,198,0.0,0,1.0,1.0,0.0,0.0
4483467,25,4.0,6.0,3.0,30.0,100.0,30.0,30.0,100.0,100.0,30,60,90,365,34.0,0.0,0.0,198,0.0,0,4.0,2.0,2.0,0.0
295247374,100,6.0,8.0,2.0,30.0,180.0,30.0,30.0,180.0,180.0,29,59,89,269,44.0,1.0,1.0,197,0.0,60,6.0,1.0,5.0,0.0
3711584,0,1.0,2.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,30,60,90,270,11.0,0.0,0.0,198,0.0,0,1.0,0.0,1.0,0.0
452778731,0,2.0,3.0,1.0,30.0,160.0,30.0,30.0,160.0,160.0,0,0,0,0,34.0,0.0,0.0,0,0.0,0,2.0,0.0,2.0,0.0
3223938,99,599.0,1546.0,1.0,30.0,365.0,90.0,90.0,1000.0,1000.0,30,60,90,365,0.0,0.0,0.0,198,0.0,0,592.0,0.0,9.0,0.0
185724116,100,2.0,2.0,2.0,2.0,90.0,2.0,2.0,1125.0,1125.0,30,60,90,90,36.0,0.0,0.0,90,3.0,0,2.0,1.0,1.0,0.0
388603242,100,13.0,13.0,8.0,1.0,25.0,1.0,1.0,25.0,25.0,2,11,13,69,69.0,28.0,2.0,32,28.0,255,13.0,13.0,0.0,0.0
107434423,99,55.6,80.6,4.0,31.0,1125.0,30.0,28.0,1125.0,1125.0,0,15,45,320,0.0,0.0,0.0,153,0.0,0,31.0,11.0,0.0,0.0
107434423,99,55.6,80.6,4.0,31.0,1125.0,30.0,28.0,1125.0,1125.0,0,10,40,315,0.0,0.0,0.0,148,0.0,0,31.0,11.0,0.0,0.0
156583372,100,9.0,9.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,16,46,76,256,24.0,2.0,0.0,184,0.0,120,9.0,2.0,7.0,0.0
17463775,0,1.0,2.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,0,0,0,0,8.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
67985770,100,16.0,26.0,2.0,26.8,365.0,30.0,28.0,365.0,365.0,17,47,77,352,0.0,0.0,0.0,185,0.0,0,16.0,0.0,16.0,0.0
67985770,100,16.0,26.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,17,47,77,352,1.0,0.0,0.0,185,0.0,0,16.0,0.0,16.0,0.0
67985770,100,16.0,26.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,29,59,89,363,6.0,3.0,0.0,196,2.0,180,16.0,0.0,16.0,0.0
48863708,0,2.0,6.0,2.0,30.0,31.0,30.0,30.0,31.0,31.0,30,60,90,365,28.0,0.0,0.0,198,0.0,0,2.0,2.0,0.0,0.0
35895280,0,1.0,1.0,4.0,30.0,365.0,30.0,30.0,365.0,365.0,23,53,83,83,1.0,0.0,0.0,83,0.0,0,1.0,1.0,0.0,0.0
67985770,100,16.0,26.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,17,47,77,352,2.0,0.0,0.0,185,0.0,0,16.0,0.0,16.0,0.0
67985770,100,16.0,26.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,29,59,89,364,1.0,0.0,0.0,197,0.0,0,16.0,0.0,16.0,0.0
409170142,100,1.0,1.0,2.0,30.0,90.0,30.0,30.0,1125.0,1125.0,0,1,6,281,114.0,3.0,1.0,114,1.0,180,1.0,0.0,1.0,0.0
388603242,100,13.0,13.0,8.0,1.0,25.0,1.0,1.0,25.0,25.0,1,10,16,71,83.0,25.0,1.0,46,43.0,255,13.0,13.0,0.0,0.0
388603242,100,13.0,13.0,4.0,1.0,25.0,1.0,1.0,25.0,25.0,6,9,16,66,56.0,14.0,0.0,31,19.0,179,13.0,13.0,0.0,0.0
388603242,100,13.0,13.0,4.0,1.0,25.0,1.0,1.0,25.0,25.0,15,30,37,126,20.3,3.0,3.0,69,2.6,255,13.0,13.0,0.0,0.0
388603242,100,13.0,13.0,6.0,1.0,25.0,1.0,1.0,25.0,25.0,3,7,21,97,83.0,34.0,1.0,49,36.0,255,13.0,13.0,0.0,0.0
388603242,100,13.0,13.0,3.0,1.0,25.0,1.0,1.0,25.0,25.0,13,26,34,119,30.0,21.0,0.0,60,24.0,255,13.0,13.0,0.0,0.0
388603242,100,13.0,13.0,4.0,1.0,25.0,1.0,1.0,25.0,25.0,6,22,31,128,20.3,3.0,4.0,68,2.6,255,13.0,13.0,0.0,0.0
388603242,100,13.0,13.0,6.0,1.0,25.0,1.0,1.0,25.0,25.0,3,19,28,101,178.0,64.0,2.0,56,2.6,255,13.0,13.0,0.0,0.0
388603242,100,13.0,13.0,6.0,1.0,25.0,1.0,1.0,25.0,25.0,7,17,26,118,104.0,32.0,0.0,70,47.0,255,13.0,13.0,0.0,0.0
388603242,100,13.0,13.0,6.0,1.0,25.0,1.0,1.0,25.0,25.0,4,8,14,66,80.0,33.0,3.0,33,28.0,255,13.0,13.0,0.0,0.0
25277762,100,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,6,10,35,215,17.0,1.0,0.0,143,1.0,60,1.0,1.0,0.0,0.0
143708082,0,1.0,1.0,3.0,30.0,70.0,30.0,30.0,1125.0,1125.0,0,0,0,0,19.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
11136538,0,1.0,2.0,4.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,2.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
15835028,89,2.0,3.0,1.0,30.0,90.0,30.0,30.0,90.0,90.0,0,20,50,50,11.0,2.0,0.0,50,2.0,120,2.0,0.0,2.0,0.0
91846623,100,2.0,3.0,4.0,31.0,356.0,31.0,31.0,356.0,356.0,0,0,0,247,1.0,1.0,0.0,80,1.0,62,2.0,2.0,0.0,0.0
67985770,100,16.0,26.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,17,47,77,352,0.0,0.0,0.0,185,0.0,0,16.0,0.0,16.0,0.0
67985770,100,16.0,26.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,17,47,77,352,0.0,0.0,0.0,185,0.0,0,16.0,0.0,16.0,0.0
67985770,100,16.0,26.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,17,47,77,352,1.0,0.0,0.0,185,0.0,0,16.0,0.0,16.0,0.0
14549607,0,1.0,1.0,2.0,4.0,22.0,4.0,4.0,1125.0,1125.0,20,46,61,61,77.0,16.0,1.0,61,20.0,205,1.0,0.0,1.0,0.0
14727039,100,2.0,8.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,30,53,83,83,9.0,0.0,0.0,83,0.0,0,1.0,1.0,0.0,0.0
449001,86,2.0,4.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,0,15,45,135,12.0,0.0,0.0,135,0.0,0,1.0,1.0,0.0,0.0
364428427,67,1.0,1.0,1.0,30.0,160.0,30.0,30.0,160.0,160.0,0,0,4,189,5.0,5.0,0.0,24,3.0,255,1.0,0.0,1.0,0.0
453852068,0,1.0,1.0,5.0,30.0,365.0,30.0,30.0,1125.0,1125.0,30,55,85,360,17.0,0.0,0.0,193,0.0,0,1.0,1.0,0.0,0.0
428639770,100,7.0,18.0,4.0,30.0,120.0,30.0,30.0,120.0,120.0,0,0,23,196,20.0,4.0,0.0,124,6.0,240,7.0,7.0,0.0,0.0
410066428,90,4.0,4.0,2.0,30.0,365.0,30.0,30.0,1125.0,1125.0,0,0,0,227,18.0,3.0,0.0,60,4.0,180,4.0,4.0,0.0,0.0
224733902,100,9.0,16.0,3.0,30.0,365.0,30.0,90.0,365.0,365.0,4,30,60,293,15.0,6.0,1.0,126,3.0,255,6.0,6.0,0.0,0.0
17981136,100,1.0,1.0,2.0,30.0,60.0,30.0,30.0,60.0,60.0,1,31,61,336,21.0,0.0,0.0,169,1.0,0,1.0,0.0,1.0,0.0
11052073,100,3.0,3.0,3.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,21,22,297,69.0,7.0,1.0,130,4.0,255,1.0,1.0,0.0,0.0
107434423,99,55.6,80.6,6.0,31.0,1125.0,30.0,28.0,1125.0,1125.0,23,53,83,358,0.0,0.0,0.0,191,0.0,0,31.0,11.0,0.0,0.0
392166643,100,1.0,2.0,2.0,30.0,120.0,30.0,30.0,1125.0,1125.0,0,7,21,296,57.0,1.0,0.0,129,4.0,60,1.0,1.0,0.0,0.0
91646104,67,3.0,3.0,5.0,30.0,90.0,30.0,30.0,90.0,90.0,0,3,19,81,47.0,5.0,0.0,81,5.0,255,3.0,3.0,0.0,0.0
3223938,99,599.0,1546.0,1.0,30.0,365.0,30.0,90.0,365.0,1000.0,30,60,90,365,0.0,0.0,0.0,198,0.0,0,592.0,0.0,9.0,0.0
3223938,99,599.0,1546.0,1.0,30.0,365.0,30.0,90.0,365.0,1000.0,0,0,14,289,0.0,0.0,0.0,122,0.0,0,592.0,0.0,9.0,0.0
3223938,99,599.0,1546.0,1.0,30.0,365.0,30.0,90.0,365.0,1000.0,30,60,90,365,0.0,0.0,0.0,198,0.0,0,592.0,0.0,9.0,0.0
64456945,100,5.0,6.0,1.0,30.0,90.0,30.0,30.0,1125.0,1125.0,24,54,84,359,2.0,1.0,0.0,192,0.0,60,4.0,1.0,3.0,0.0
2867137,100,89.0,117.0,4.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,28,58,333,1.0,0.0,0.0,166,0.0,0,85.0,85.0,0.0,0.0
18679866,100,3.0,3.0,3.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,153,29.0,3.0,0.0,0,1.0,180,3.0,3.0,0.0,0.0
27181542,97,85.0,131.0,3.0,30.0,365.0,30.0,30.0,365.0,365.0,17,47,77,352,6.0,0.0,0.0,185,0.0,0,85.0,85.0,0.0,0.0
13347167,80,31.0,31.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,0,0,1,260,3.0,0.0,0.0,93,0.0,0,31.0,31.0,0.0,0.0
171543177,67,2.0,2.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,29,59,89,364,20.0,0.0,0.0,197,0.0,0,2.0,0.0,2.0,0.0
454437633,100,1.0,1.0,2.0,30.0,730.0,30.0,30.0,1125.0,1125.0,1,11,29,304,47.0,3.0,0.0,137,3.0,180,1.0,1.0,0.0,0.0
4303663,100,2.0,2.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.0,0.0,1.0,1.0
347474872,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30,60,90,365,2.0,0.0,0.0,198,0.0,0,1.0,0.0,1.0,0.0
3223938,99,599.0,1546.0,1.0,30.0,365.0,30.0,90.0,365.0,1000.0,0,0,0,228,1.0,1.0,0.0,61,1.0,60,592.0,0.0,9.0,0.0
3223938,99,599.0,1546.0,1.0,30.0,365.0,30.0,90.0,365.0,1000.0,30,60,90,365,0.0,0.0,0.0,198,0.0,0,592.0,0.0,9.0,0.0
3223938,99,599.0,1546.0,1.0,30.0,365.0,30.0,90.0,365.0,1000.0,30,60,90,365,0.0,0.0,0.0,198,0.0,0,592.0,0.0,9.0,0.0
40523974,100,25.0,46.0,4.0,30.0,365.0,30.0,30.0,365.0,365.0,0,13,43,318,2.0,0.0,0.0,151,0.0,0,19.0,19.0,0.0,0.0
28720717,0,1.0,1.0,2.0,30.0,365.0,30.0,30.0,1125.0,1125.0,0,14,44,319,0.0,0.0,0.0,152,0.0,0,1.0,1.0,0.0,0.0
29050715,0,1.0,2.0,4.0,30.0,31.0,30.0,30.0,1125.0,1125.0,0,0,0,0,5.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
305327549,40,8.0,13.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,30,60,90,365,0.0,0.0,0.0,198,0.0,0,7.0,4.0,3.0,0.0
368465567,100,6.0,12.0,2.0,1.0,365.0,1.0,1.0,1125.0,1125.0,19,47,71,346,181.0,3.0,2.0,179,2.6,255,3.0,0.0,3.0,0.0
401709949,100,31.0,31.0,1.0,30.0,365.0,30.0,30.0,365.0,365.0,19,49,65,85,7.0,2.0,0.0,65,4.0,120,31.0,0.0,31.0,0.0
401709949,100,31.0,31.0,1.0,30.0,365.0,30.0,30.0,365.0,365.0,19,49,65,65,3.0,1.0,0.0,65,1.0,60,31.0,0.0,31.0,0.0
401709949,100,31.0,31.0,1.0,30.0,365.0,30.0,30.0,365.0,365.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,31.0,0.0,31.0,0.0
453975705,100,1.0,1.0,2.0,1.0,14.0,1.0,1.0,14.0,14.0,30,60,90,365,43.0,6.0,1.0,198,7.0,77,1.0,0.0,1.0,0.0
2664763,0,5.0,20.0,1.0,30.0,365.0,30.0,30.0,1125.0,1125.0,0,0,0,0,5.0,0.0,0.0,0,0.0,0,2.0,0.0,2.0,0.0
2664763,0,5.0,20.0,1.0,30.0,100.0,30.0,30.0,1125.0,1125.0,0,0,0,0,15.0,0.0,0.0,0,0.0,0,2.0,0.0,2.0,0.0
356788969,0,1.0,2.0,2.0,30.0,50.0,30.0,30.0,1125.0,1125.0,30,60,90,270,43.0,0.0,0.0,198,0.0,0,1.0,0.0,1.0,0.0
91846623,100,2.0,3.0,4.0,31.0,365.0,31.0,31.0,365.0,365.0,0,0,10,285,0.0,0.0,0.0,118,0.0,0,2.0,2.0,0.0,0.0
1709876,100,2.0,5.0,4.0,30.0,1125.0,30.0,28.0,500.0,1125.0,16,46,76,184,10.0,1.0,1.0,184,0.0,60,2.0,2.0,0.0,0.0
105758693,100,2.0,4.0,2.0,7.0,60.0,2.0,7.0,60.0,60.0,17,47,77,77,40.0,15.0,2.0,77,11.0,210,1.0,0.0,1.0,0.0
46180583,0,1.0,1.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,30,60,90,330,50.0,0.0,0.0,163,0.0,0,1.0,0.0,1.0,0.0
276878527,24,55.0,67.0,5.0,90.0,365.0,90.0,90.0,365.0,365.0,30,60,90,365,0.0,0.0,0.0,198,0.0,0,19.0,19.0,0.0,0.0
23772724,100,78.0,85.0,3.0,30.0,365.0,30.0,30.0,365.0,365.0,0,13,23,195,6.0,1.0,0.0,28,2.0,60,77.0,75.0,2.0,0.0
294733575,100,3.0,6.0,2.0,30.0,365.0,30.0,30.0,1125.0,1125.0,0,0,3,241,32.0,0.0,0.0,74,3.0,0,3.0,0.0,3.0,0.0
3223938,99,599.0,1546.0,1.0,30.0,365.0,30.0,90.0,365.0,1000.0,30,60,90,365,0.0,0.0,0.0,198,0.0,0,592.0,0.0,9.0,0.0
351339834,0,1.0,1.0,2.0,30.0,31.0,30.0,30.0,31.0,31.0,0,0,0,0,84.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
27741331,100,6.0,6.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,1,23,53,328,3.0,1.0,0.0,161,1.0,60,6.0,0.0,6.0,0.0
442877665,100,1.0,3.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,30,60,90,365,13.0,0.0,0.0,198,0.0,0,1.0,0.0,1.0,0.0
13162562,100,1.0,3.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,23,53,83,173,6.0,0.0,0.0,173,0.0,0,1.0,1.0,0.0,0.0
26295451,0,2.0,6.0,2.0,30.0,365.0,30.0,30.0,1125.0,1125.0,30,60,90,270,6.0,0.0,0.0,198,0.0,0,1.0,0.0,1.0,0.0
65212,100,2.0,2.0,1.0,3.0,29.0,3.0,3.0,29.0,29.0,14,35,65,330,43.0,20.0,2.0,163,13.0,255,2.0,0.0,2.0,0.0
454096782,0,1.0,1.0,2.0,30.0,30.0,30.0,30.0,30.0,30.0,0,0,0,0,14.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
450161902,100,16.0,19.0,4.0,30.0,180.0,30.0,30.0,180.0,180.0,0,0,0,0,85.0,0.0,0.0,0,1.0,0,16.0,16.0,0.0,0.0
119530858,100,1.0,1.0,2.0,2.0,29.0,2.0,2.0,1125.0,1125.0,9,26,47,282,100.0,43.0,4.0,115,40.0,255,1.0,0.0,1.0,0.0
152877297,100,2.0,3.0,7.0,30.0,180.0,30.0,30.0,180.0,180.0,0,1,1,219,3.0,0.0,0.0,52,1.0,0,2.0,1.0,1.0,0.0
14668949,40,1.0,5.0,2.0,30.0,40.0,30.0,30.0,40.0,40.0,0,4,26,26,0.0,0.0,0.0,26,0.0,0,1.0,1.0,0.0,0.0
450161902,100,16.0,19.0,4.0,30.0,180.0,30.0,30.0,180.0,180.0,20,24,24,24,56.0,0.0,0.0,24,1.0,0,16.0,16.0,0.0,0.0
206778021,100,12.0,13.0,2.0,30.0,120.0,30.0,30.0,1125.0,1125.0,0,7,37,53,25.0,5.0,0.0,53,5.0,255,12.0,0.0,12.0,0.0
454300308,100,1.0,1.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,0,5,21,275,138.0,0.0,0.0,108,0.0,0,1.0,1.0,0.0,0.0
454299936,0,1.0,1.0,4.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,28,58,88,178,13.0,0.0,0.0,178,0.0,0,1.0,1.0,0.0,0.0
137129564,100,11.0,11.0,1.0,30.0,365.0,30.0,30.0,365.0,365.0,1,1,1,261,36.0,5.0,0.0,94,4.0,255,11.0,1.0,10.0,0.0
158407820,0,1.0,13.0,4.0,30.0,365.0,30.0,30.0,365.0,365.0,30,60,90,365,0.0,0.0,0.0,198,0.0,0,1.0,1.0,0.0,0.0
182152235,100,2.0,3.0,6.0,2.0,31.0,2.0,3.0,1125.0,1125.0,8,11,13,47,57.0,31.0,2.0,47,14.0,255,2.0,1.0,1.0,0.0
3223938,99,599.0,1546.0,1.0,30.0,365.0,30.0,90.0,365.0,1000.0,30,60,90,365,0.0,0.0,0.0,198,0.0,0,592.0,0.0,9.0,0.0
29387731,0,1.0,7.0,1.0,30.0,365.0,30.0,30.0,365.0,365.0,0,0,0,0,14.0,2.0,0.0,0,3.0,120,1.0,0.0,1.0,0.0
398614581,100,4.0,7.0,2.0,30.0,365.0,30.0,30.0,1125.0,1125.0,0,0,0,240,58.0,2.0,0.0,73,2.0,120,4.0,4.0,0.0,0.0
454744425,100,2.0,2.0,2.0,30.0,30.0,30.0,30.0,30.0,30.0,0,7,37,127,61.0,3.0,0.0,127,3.0,180,2.0,2.0,0.0,0.0
388759271,0,2.0,2.0,4.0,30.0,30.0,30.0,30.0,30.0,30.0,0,0,0,167,34.0,0.0,0.0,0,0.0,0,2.0,2.0,0.0,0.0
3728810,0,1.0,4.0,6.0,30.0,365.0,30.0,30.0,365.0,365.0,0,0,0,0,9.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
64107217,0,1.0,1.0,2.0,30.0,30.0,30.0,30.0,1125.0,1125.0,0,0,0,0,2.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
48064356,0,1.0,2.0,1.0,30.0,30.0,30.0,30.0,30.0,30.0,30,60,90,365,1.0,0.0,0.0,198,0.0,0,1.0,0.0,1.0,0.0
3656008,100,8.0,11.0,8.0,30.0,365.0,30.0,30.0,365.0,365.0,30,60,90,365,34.0,0.0,0.0,198,1.0,0,6.0,6.0,0.0,0.0
107434423,99,55.6,80.6,2.0,31.0,1125.0,30.0,28.0,1125.0,1125.0,0,15,27,70,0.0,0.0,0.0,27,0.0,0,31.0,11.0,0.0,0.0
450161902,100,16.0,19.0,5.0,30.0,180.0,30.0,30.0,180.0,180.0,14,14,14,14,34.0,1.0,0.0,14,3.0,60,16.0,16.0,0.0,0.0
140500767,100,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30,60,90,180,85.0,1.0,0.0,180,2.0,60,1.0,1.0,0.0,0.0
451383898,100,2.0,2.0,2.0,2.0,730.0,2.0,2.0,1125.0,1125.0,18,44,63,335,70.0,17.0,1.0,168,19.0,218,1.0,0.0,1.0,0.0
191233550,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,17.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
293753583,80,12.0,27.0,4.0,30.0,180.0,30.0,30.0,180.0,180.0,0,5,35,172,6.0,0.0,0.0,86,0.0,0,12.0,12.0,0.0,0.0
401096854,100,9.0,9.0,1.0,30.0,365.0,30.0,30.0,365.0,365.0,0,0,0,0,4.0,0.0,0.0,0,0.0,0,9.0,0.0,9.0,0.0
195205358,0,2.0,6.0,2.0,30.0,30.0,30.0,30.0,30.0,30.0,30,60,90,270,0.0,0.0,0.0,198,0.0,0,2.0,1.0,1.0,0.0
401096854,100,9.0,9.0,1.0,30.0,365.0,30.0,30.0,1125.0,1125.0,0,0,0,0,4.0,0.0,0.0,0,0.0,0,9.0,0.0,9.0,0.0
29317213,90,2.0,2.0,6.0,30.0,32.0,30.0,30.0,32.0,32.0,28,58,88,178,36.0,0.0,0.0,178,0.0,0,1.0,1.0,0.0,0.0
224047081,100,17.0,21.0,6.0,30.0,365.0,30.0,30.0,1125.0,1125.0,0,0,14,289,9.0,3.0,0.0,122,3.0,180,15.0,12.0,3.0,0.0
19418202,100,1.0,2.0,2.0,30.0,60.0,30.0,30.0,1125.0,1125.0,0,0,29,174,122.0,7.0,1.0,102,5.0,255,1.0,1.0,0.0,0.0
3223938,99,599.0,1546.0,1.0,30.0,365.0,30.0,90.0,365.0,1000.0,30,60,90,365,0.0,0.0,0.0,198,0.0,0,592.0,0.0,9.0,0.0
8031366,100,1.0,1.0,4.0,30.0,90.0,30.0,30.0,90.0,90.0,23,53,83,173,3.0,1.0,0.0,173,0.0,60,1.0,1.0,0.0,0.0
2867137,100,89.0,117.0,6.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,17,292,0.0,0.0,0.0,125,0.0,0,85.0,85.0,0.0,0.0
113723310,100,64.0,124.0,5.0,30.0,365.0,30.0,30.0,365.0,365.0,0,0,30,305,5.0,0.0,0.0,138,2.0,0,62.0,62.0,0.0,0.0
384532776,90,48.0,60.0,4.0,30.0,365.0,30.0,30.0,365.0,365.0,30,60,90,365,1.0,0.0,0.0,198,0.0,0,47.0,47.0,0.0,0.0
