host_id,host_response_rate,host_listings_count,host_total_listings_count,accommodates,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
6992420,0,1.0,4.0,1.0,30.0,31.0,30.0,30.0,31.0,31.0,0,0,0,0,2.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
10055751,0,2.0,2.0,4.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,3.0,0.0,0.0,0,0.0,0,2.0,1.0,1.0,0.0
8049219,0,1.0,2.0,2.0,30.0,300.0,30.0,30.0,300.0,300.0,0,0,0,0,22.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
37718300,100,4.0,5.0,4.0,3.0,730.0,1.0,4.0,1125.0,1125.0,0,7,11,234,20.3,47.0,3.0,74,45.0,255,1.0,1.0,0.0,0.0
87588590,0,1.0,2.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,6.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
15235299,0,2.0,3.0,2.0,30.0,180.0,30.0,30.0,180.0,180.0,0,0,0,0,54.0,0.0,0.0,0,0.0,0,2.0,0.0,2.0,0.0
2370635,0,1.0,1.0,2.0,30.0,30.0,30.0,30.0,30.0,30.0,29,59,89,364,20.3,1.0,0.0,197,2.0,60,1.0,0.0,1.0,0.0
79840032,0,1.0,1.0,4.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,9.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
46712160,100,1.0,2.0,2.0,1.0,7.0,1.0,1.0,1125.0,1125.0,10,34,58,74,20.3,52.0,1.0,74,43.0,255,1.0,0.0,1.0,0.0
20536793,0,1.0,1.0,3.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
82951378,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,3.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
55836825,0,1.0,2.0,4.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
27126954,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
13225047,0,3.0,3.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,53.0,0.0,0.0,0,0.0,0,3.0,1.0,2.0,0.0
28131813,100,1.0,2.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,13,43,73,348,23.0,2.0,0.0,181,2.0,120,1.0,1.0,0.0,0.0
84914817,0,2.0,2.0,2.0,30.0,165.0,30.0,30.0,165.0,165.0,0,0,0,0,7.0,0.0,0.0,0,0.0,0,2.0,2.0,0.0,0.0
83176398,0,1.0,1.0,1.0,30.0,60.0,30.0,30.0,60.0,60.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
8349334,0,1.0,1.0,4.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,9.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
84765662,0,1.0,1.0,4.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,29,59,89,364,19.0,0.0,0.0,197,0.0,0,1.0,1.0,0.0,0.0
10975389,0,1.0,1.0,1.0,31.0,31.0,31.0,31.0,31.0,31.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
32545798,0,5.0,5.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,15.0,0.0,0.0,0,0.0,0,5.0,0.0,5.0,0.0
82717014,0,1.0,1.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,1.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
65609488,0,1.0,1.0,4.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
67961258,0,1.0,1.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,13.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
22888115,0,1.0,2.0,1.0,30.0,30.0,30.0,30.0,30.0,30.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
9226441,100,1.0,1.0,2.0,30.0,90.0,30.0,30.0,90.0,90.0,0,27,57,57,57.0,3.0,0.0,57,4.0,180,1.0,1.0,0.0,0.0
43817869,100,1.0,2.0,2.0,5.0,10.0,5.0,5.0,10.0,10.0,14,14,14,14,86.0,25.0,2.0,14,25.0,255,1.0,0.0,1.0,0.0
1767228,0,1.0,2.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,3.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
87835557,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30,60,90,365,20.3,0.0,0.0,198,0.0,0,1.0,0.0,1.0,0.0
60852834,0,1.0,3.0,2.0,30.0,30.0,30.0,30.0,30.0,30.0,10,40,70,160,69.0,0.0,0.0,160,0.0,0,1.0,0.0,1.0,0.0
21544501,100,1.0,3.0,1.0,30.0,30.0,30.0,30.0,1125.0,1125.0,1,1,1,1,44.0,0.0,0.0,1,0.0,0,1.0,0.0,1.0,0.0
46015557,0,1.0,2.0,3.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,15.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
39726129,0,1.0,1.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,2.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
15396656,0,1.0,2.0,3.0,30.0,180.0,30.0,30.0,1125.0,1125.0,0,0,0,0,3.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
37435755,0,1.0,4.0,2.0,30.0,35.0,30.0,30.0,1125.0,1125.0,30,60,90,270,10.0,0.0,0.0,198,0.0,0,1.0,0.0,1.0,0.0
24424456,100,1.0,1.0,5.0,30.0,60.0,30.0,30.0,60.0,60.0,1,31,61,336,112.0,0.0,0.0,169,0.0,0,1.0,1.0,0.0,0.0
8143711,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
85191443,0,1.0,2.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,30.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
85235313,0,1.0,1.0,8.0,26.8,365.0,26.7,28.0,365.0,365.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
3620205,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,6.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
63361875,0,1.0,2.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,5.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
37267657,100,3.0,3.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,29,59,89,269,6.0,1.0,0.0,197,1.0,60,3.0,0.0,3.0,0.0
1252743,0,1.0,1.0,2.0,30.0,30.0,30.0,30.0,30.0,30.0,0,0,0,0,9.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
9293730,100,51.0,69.0,2.0,30.0,730.0,30.0,30.0,1125.0,1125.0,17,47,77,352,34.0,2.0,0.0,185,2.0,120,49.0,49.0,0.0,0.0
2928701,90,4.0,4.0,4.0,30.0,365.0,30.0,30.0,365.0,365.0,0,15,45,320,23.0,0.0,0.0,153,0.0,0,4.0,4.0,0.0,0.0
8133558,0,1.0,3.0,1.0,30.0,31.0,30.0,30.0,31.0,31.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
46667080,0,1.0,1.0,4.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,27,55,83,256,92.0,0.0,0.0,184,0.0,0,1.0,1.0,0.0,0.0
83156877,0,1.0,1.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
74331597,100,3.0,9.0,2.0,30.0,60.0,30.0,30.0,60.0,60.0,30,60,90,365,35.0,0.0,0.0,198,0.0,0,2.0,0.0,2.0,0.0
87967262,0,1.0,1.0,2.0,30.0,31.0,30.0,30.0,31.0,31.0,0,0,0,0,6.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
3491890,96,10.0,10.0,4.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,15,45,135,32.0,5.0,1.0,135,7.0,255,9.0,9.0,0.0,0.0
88043058,100,3.0,3.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,15,45,320,20.3,1.0,0.0,153,1.0,60,3.0,0.0,3.0,0.0
19877163,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,1.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
9725785,0,2.0,3.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,74.0,0.0,0.0,0,0.0,0,2.0,0.0,2.0,0.0
88352863,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,5.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
20302754,25,2.0,3.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,16,46,46,148.0,1.0,0.0,46,2.0,60,2.0,0.0,2.0,0.0
88450280,0,2.0,2.0,2.0,30.0,38.0,30.0,30.0,38.0,38.0,0,0,1,78,165.0,1.0,0.0,78,1.0,60,2.0,2.0,0.0,0.0
20518366,0,2.0,3.0,3.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,2.0,0.0,0.0,0,0.0,0,2.0,1.0,1.0,0.0
6545914,0,1.0,3.0,6.0,30.0,60.0,30.0,30.0,60.0,60.0,0,0,0,0,9.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
29997245,100,1.0,1.0,2.0,4.0,60.0,4.0,4.0,60.0,60.0,2,2,2,48,131.0,8.0,1.0,48,4.0,102,1.0,1.0,0.0,0.0
60535711,0,2.0,2.0,2.0,2.0,30.0,2.0,2.0,30.0,30.0,28,58,88,363,6.0,0.0,0.0,196,0.0,0,2.0,1.0,1.0,0.0
8792814,100,13.0,22.0,6.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,168,20.3,2.0,0.0,1,1.0,120,9.0,3.0,6.0,0.0
34226735,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,28.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
37419591,0,1.0,1.0,3.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,9.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
13143585,0,2.0,3.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.0,1.0,1.0,0.0
88400958,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,79.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
88585692,0,1.0,2.0,1.0,30.0,40.0,30.0,30.0,40.0,40.0,0,0,0,0,19.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
425806,0,1.0,7.0,4.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,31.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
71663192,100,1.0,1.0,2.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,29,59,89,364,59.0,9.0,3.0,197,11.0,115,1.0,0.0,1.0,0.0
836168,100,13.0,17.0,3.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,29,59,89,364,4.0,0.0,0.0,197,0.0,0,10.0,10.0,0.0,0.0
57910970,0,1.0,1.0,3.0,30.0,30.0,30.0,30.0,1125.0,1125.0,0,0,0,0,36.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
3417321,0,2.0,3.0,2.0,30.0,180.0,30.0,30.0,180.0,180.0,0,0,0,0,11.0,0.0,0.0,0,0.0,0,2.0,0.0,2.0,0.0
2526182,0,2.0,4.0,6.0,30.0,30.0,30.0,30.0,1125.0,1125.0,0,0,0,0,10.0,0.0,0.0,0,0.0,0,2.0,1.0,1.0,0.0
6136511,86,3.0,3.0,1.0,30.0,365.0,30.0,30.0,365.0,365.0,30,60,90,365,6.0,0.0,0.0,198,0.0,0,3.0,1.0,2.0,0.0
85400172,0,1.0,4.0,1.0,30.0,30.0,30.0,30.0,30.0,30.0,30,60,90,365,33.0,0.0,0.0,198,0.0,0,1.0,0.0,1.0,0.0
38294216,100,9.0,16.0,1.0,30.0,30.0,30.0,30.0,1125.0,1125.0,27,57,87,362,15.0,0.0,0.0,195,1.0,0,3.0,0.0,3.0,0.0
8857591,100,2.0,2.0,3.0,30.0,365.0,30.0,30.0,365.0,365.0,0,0,0,269,15.0,2.0,0.0,102,3.0,120,2.0,2.0,0.0,0.0
57890723,0,1.0,2.0,2.0,30.0,60.0,30.0,30.0,1125.0,1125.0,0,0,30,210,92.0,0.0,0.0,138,0.0,0,1.0,0.0,1.0,0.0
18865030,100,3.0,3.0,3.0,30.0,180.0,30.0,30.0,1125.0,1125.0,1,1,1,171,39.0,5.0,0.0,32,5.0,255,3.0,3.0,0.0,0.0
52862385,100,6.0,6.0,2.0,30.0,90.0,30.0,30.0,90.0,90.0,16,46,76,76,38.0,3.0,0.0,76,2.0,180,6.0,4.0,2.0,0.0
2688383,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
65057965,0,1.0,4.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,24.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
1876539,0,1.0,1.0,4.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,9.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
19928013,0,1.0,1.0,8.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
23727216,0,1.0,2.0,4.0,30.0,240.0,30.0,30.0,240.0,240.0,0,0,0,0,2.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
89361094,100,2.0,2.0,5.0,30.0,185.0,30.0,30.0,185.0,185.0,0,6,36,126,113.0,2.0,1.0,126,2.0,120,2.0,2.0,0.0,0.0
39158104,100,2.0,5.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,14,14,15,237,102.0,7.0,1.0,70,4.0,255,2.0,0.0,2.0,0.0
8552126,0,2.0,2.0,2.0,30.0,31.0,30.0,30.0,1125.0,1125.0,29,59,89,364,60.0,0.0,0.0,197,0.0,0,2.0,2.0,0.0,0.0
34264721,0,1.0,2.0,4.0,30.0,30.0,30.0,30.0,30.0,30.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
89526812,0,1.0,1.0,2.0,30.0,30.0,30.0,30.0,1125.0,1125.0,30,60,90,270,116.0,0.0,0.0,198,0.0,0,1.0,0.0,1.0,0.0
1215853,100,1.0,2.0,2.0,2.0,30.0,2.0,2.0,30.0,30.0,22,52,82,82,126.0,3.0,1.0,82,1.0,38,1.0,1.0,0.0,0.0
849356,100,1.0,1.0,2.0,30.0,60.0,30.0,30.0,60.0,60.0,9,9,24,24,92.0,5.0,0.0,24,5.0,255,1.0,1.0,0.0,0.0
42627213,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,5.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
27001949,100,1.0,1.0,2.0,3.0,30.0,3.0,3.0,1125.0,1125.0,0,0,6,106,140.0,6.0,1.0,34,0.0,77,1.0,0.0,1.0,0.0
15978364,0,1.0,2.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
713764,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,160.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
78164397,100,1.0,2.0,2.0,3.0,730.0,3.0,3.0,730.0,730.0,11,17,17,17,20.3,31.0,1.0,17,29.0,255,1.0,0.0,1.0,0.0
88884610,0,1.0,1.0,4.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,20.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
30283594,95,453.0,2117.0,3.0,30.0,1125.0,30.0,31.0,1125.0,1125.0,26,56,86,361,3.0,1.0,0.0,194,0.0,60,43.0,43.0,0.0,0.0
2515274,100,2.0,2.0,4.0,30.0,80.0,30.0,30.0,80.0,80.0,6,25,41,41,3.0,0.0,0.0,41,0.0,0,1.0,1.0,0.0,0.0
88904682,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,2.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
85669769,0,1.0,1.0,2.0,30.0,30.0,30.0,30.0,30.0,30.0,30,60,90,90,91.0,0.0,0.0,90,0.0,0,1.0,0.0,1.0,0.0
85734571,0,1.0,1.0,2.0,30.0,31.0,30.0,30.0,31.0,31.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
23688348,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
18981759,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,11.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
29219991,100,2.0,4.0,1.0,5.0,55.0,3.0,5.0,55.0,55.0,14,41,65,150,183.0,28.0,2.0,150,32.0,255,1.0,0.0,1.0,0.0
55229297,0,1.0,1.0,4.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,66.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
92325527,0,1.0,1.0,2.0,30.0,30.0,30.0,30.0,30.0,30.0,18,48,78,168,144.0,0.0,0.0,168,0.0,0,1.0,0.0,1.0,0.0
69029231,100,1.0,1.0,2.0,30.0,62.0,30.0,30.0,1125.0,1125.0,14,29,59,334,194.0,3.0,0.0,167,3.0,180,1.0,0.0,1.0,0.0
34274867,0,2.0,3.0,1.0,30.0,180.0,30.0,30.0,180.0,180.0,0,0,0,0,20.0,0.0,0.0,0,0.0,0,2.0,0.0,2.0,0.0
49704571,0,2.0,3.0,3.0,30.0,90.0,30.0,30.0,90.0,90.0,2,17,45,45,32.0,5.0,0.0,45,5.0,255,4.0,4.0,0.0,0.0
70060476,100,2.0,6.0,2.0,26.8,365.0,26.7,200.0,365.0,365.0,0,1,1,158,32.0,0.0,0.0,1,0.0,0,2.0,2.0,0.0,0.0
33518883,0,5.0,10.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,23.0,0.0,0.0,0,0.0,0,2.0,0.0,2.0,0.0
25760832,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,22.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
4548229,100,4.0,4.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,5,10,25,244,114.0,4.0,0.0,77,8.0,240,4.0,4.0,0.0,0.0
595368,0,1.0,1.0,4.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
4120523,0,2.0,5.0,6.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,33.0,0.0,0.0,0,0.0,0,2.0,1.0,1.0,0.0
27427335,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,3.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
30045574,100,45.0,47.0,3.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,16,17,18,217,32.0,3.0,0.0,50,4.0,180,8.0,8.0,0.0,0.0
65109990,0,4.0,4.0,2.0,30.0,30.0,30.0,30.0,30.0,30.0,30,60,90,365,60.0,0.0,0.0,198,0.0,0,4.0,0.0,4.0,0.0
8616291,50,2.0,3.0,2.0,30.0,30.0,30.0,30.0,1125.0,1125.0,0,0,29,304,169.0,0.0,0.0,137,0.0,0,2.0,0.0,2.0,0.0
81673810,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
79641851,67,2.0,2.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30,60,90,270,37.0,0.0,0.0,198,0.0,0,2.0,2.0,0.0,0.0
52040778,0,1.0,1.0,1.0,70.0,150.0,70.0,70.0,150.0,150.0,0,0,0,0,2.0,0.0,0.0,0,1.0,0,1.0,1.0,0.0,0.0
88681982,0,1.0,1.0,6.0,30.0,360.0,30.0,30.0,1125.0,1125.0,29,59,89,269,41.0,0.0,0.0,197,0.0,0,1.0,1.0,0.0,0.0
17466612,100,2.0,2.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,15,45,225,29.0,2.0,0.0,153,0.0,120,2.0,0.0,2.0,0.0
2519491,0,1.0,2.0,2.0,30.0,90.0,30.0,30.0,90.0,90.0,0,0,0,0,11.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
89158733,0,2.0,2.0,1.0,120.0,1125.0,120.0,120.0,1125.0,1125.0,29,59,89,364,1.0,0.0,0.0,197,0.0,0,2.0,0.0,2.0,0.0
40236384,0,2.0,2.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,19.0,0.0,0.0,0,0.0,0,2.0,0.0,2.0,0.0
40611169,100,2.0,8.0,6.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,28,58,88,363,53.0,0.0,0.0,196,0.0,0,2.0,2.0,0.0,0.0
20707006,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,1.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
92720308,67,7.0,7.0,3.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30,60,90,365,135.0,0.0,0.0,198,0.0,0,3.0,0.0,3.0,0.0
92602590,0,1.0,1.0,5.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,27.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
91280958,0,1.0,1.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
51501835,35,181.0,199.0,2.0,30.0,365.0,30.0,30.0,365.0,365.0,0,3,33,308,12.0,0.0,0.0,141,3.0,0,180.0,180.0,0.0,0.0
39543399,100,3.0,4.0,4.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,77.0,0.0,0.0,0,0.0,0,3.0,1.0,2.0,0.0
49704571,0,2.0,3.0,3.0,30.0,210.0,30.0,30.0,210.0,210.0,0,13,42,42,24.0,2.0,0.0,42,2.0,120,4.0,4.0,0.0,0.0
493093,100,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,1,21,51,141,143.0,3.0,0.0,141,2.0,180,1.0,1.0,0.0,0.0
10013093,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,1.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
1258319,0,1.0,1.0,2.0,60.0,1125.0,60.0,60.0,1125.0,1125.0,0,0,0,0,4.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
4825815,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,8.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
9974520,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,1.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
90125781,0,1.0,2.0,2.0,90.0,200.0,90.0,90.0,200.0,200.0,0,0,0,0,2.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
23533897,100,6.0,12.0,3.0,1.0,28.0,1.0,1.0,1125.0,1125.0,20,47,67,302,87.0,45.0,3.0,136,39.0,255,6.0,0.0,6.0,0.0
10441070,0,1.0,1.0,3.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,4.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
37267657,100,3.0,3.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,29,59,89,269,10.0,1.0,0.0,197,1.0,60,3.0,0.0,3.0,0.0
51256572,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,1.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
24155326,100,1.0,1.0,2.0,1.0,14.0,1.0,1.0,14.0,14.0,2,2,2,23,20.3,3.0,2.0,23,2.6,255,1.0,0.0,1.0,0.0
23772724,100,78.0,85.0,5.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30,60,90,365,0.0,0.0,0.0,198,0.0,0,77.0,75.0,2.0,0.0
95939781,0,1.0,1.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
95936966,0,1.0,1.0,1.0,26.8,1125.0,26.7,28.0,1125.0,1125.0,0,0,0,0,9.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
79289737,100,2.0,4.0,2.0,2.0,1125.0,1.0,2.0,1125.0,1125.0,19,28,51,201,20.3,52.0,0.0,129,60.0,255,2.0,1.0,1.0,0.0
21255768,0,1.0,1.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
6314010,0,1.0,3.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,50.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
85955862,0,1.0,2.0,2.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0
37821056,69,10.0,12.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,17,47,77,352,8.0,0.0,0.0,185,1.0,0,9.0,0.0,9.0,0.0
